tech_id,tech_name,description,examples
T1069.003,Cloud Groups,"Adversaries may attempt to find cloud groups and permission settings. The knowledge of cloud permission groups can help adversaries determine the particular roles of users and groups within an environment, as well as which users are associated with a particular group. With authenticated access there are several tools that can be used to find permissions groups. The Get-MsolRole PowerShell cmdlet can be used to obtain roles and permissions groups for Exchange and Office 365 accounts . Azure CLI (AZ CLI) and the Google Cloud Identity Provider API also provide interfaces to obtain permissions groups. The command az ad user get-member-groups will list groups associated to a user account for Azure while the API endpoint GET https://cloudidentity.googleapis.com/v1/groups lists group resources available to a user for Google. In AWS, the commands `ListRolePolicies` and `ListAttachedRolePolicies` allow users to enumerate the policies attached to a role. Adversaries may attempt to list ACLs for objects to determine the owner and other accounts with access to the object, for example, via the AWS GetBucketAcl API . Using this information an adversary can target accounts with permissions to a given object or leverage accounts they have already compromised to access the object.","['Pacu can enumerate IAM permissions.', 'AADInternals can enumerate Azure AD groups.', 'During C0027, Scattered Spider accessed Azure AD to download bulk lists of group members and their Active Directory attributes.', 'ROADTools can enumerate Azure AD groups.']"
T1599.001,Network Address Translation Traversal,"Adversaries may bridge network boundaries by modifying a network device’s Network Address Translation (NAT) configuration. Malicious modifications to NAT may enable an adversary to bypass restrictions on traffic routing that otherwise separate trusted and untrusted networks. Network devices such as routers and firewalls that connect multiple networks together may implement NAT during the process of passing packets between networks. When performing NAT, the network device will rewrite the source and/or destination addresses of the IP address header. Some network designs require NAT for the packets to cross the border device. A typical example of this is environments where internal networks make use of non-Internet routable addresses. When an adversary gains control of a network boundary device, they can either leverage existing NAT configurations to send traffic between two separated networks, or they can implement NAT configurations of their own design. In the case of network designs that require NAT to function, this enables the adversary to overcome inherent routing limitations that would normally prevent them from accessing protected systems behind the border device. In the case of network designs that do not require NAT, address translation can be used by adversaries to obscure their activities, as changing the addresses of packets that traverse a network boundary device can make monitoring data transmissions more challenging for defenders. Adversaries may use Patch System Image to change the operating system of a network device, implementing their own custom NAT mechanisms to further obscure their activities",[]
T1136.001,Local Account,"Adversaries may create a local account to maintain access to victim systems. Local accounts are those configured by an organization for use by users, remote support, services, or for administration on a single system or service. For example, with a sufficient level of access, the Windows net user /add command can be used to create a local account. In Linux, the `useradd` command can be used, while on macOS systems, the dscl -create command can be used. Local accounts may also be added to network devices, often via common Network Device CLI commands such as username, to ESXi servers via `esxcli system account add`, or to Kubernetes clusters using the `kubectl` utility. Such accounts may be used to establish secondary credentialed access that do not require persistent remote access tools to be deployed on the system.","['ZxShell has a feature to create local user accounts.', 'Daggerfly created a local account on victim machines to maintain access.', 'S-Type may create a temporary user on the system named `Lost_{Unique Identifier}` with the password `pond~!@6”{Unique Identifier}`.', 'Leafminer used a tool called Imecab to set up a persistent remote access account on the victim machine.', 'APT5 has created Local Administrator accounts to maintain access to systems with short-cycle credential rotation.', 'Kimsuky has created accounts with net user.', 'Carbanak can create a Windows account.', 'Hildegard has created a user named “monerodaemon”.', 'FIN13 has created MS-SQL local accounts in a compromised network.', 'DarkGate creates a local user account, SafeMode, via net user commands.', 'The net user username \\password commands in Net can be used to create a local account.', 'ServHelper has created a new user named ""supportaccount"".', 'SMOKEDHAM has created user accounts.', 'Pupy can user PowerView to execute “net user” commands and create local system accounts.', 'Mis-Type may create a temporary user on the system named `Lost_{Unique Identifier}`.', 'Dragonfly has created accounts on victims, including administrator accounts, some of which appeared to be tailored to each individual staging target.', 'Flame can create backdoor accounts with login “HelpAssistant” on domain connected systems if appropriate rights are available.', 'Indrik Spider has created local system accounts and has added the accounts to privileged groups.', 'APT39 has created accounts on multiple compromised hosts to perform actions within the network.', 'Fox Kitten has created a local user account with administrator privileges.', 'Wizard Spider has created local administrator accounts to maintain persistence in compromised networks.', 'Empire has a module for creating a local user if permissions allow.', ""Calisto has the capability to add its own account to the victim's machine."", 'TeamTNT has created local privileged users on victim machines.', 'APT41 has created user accounts.', 'HiddenWasp creates a user account as a means to provide initial persistence to the compromised machine.', 'GoldenSpy can create new users on an infected system.']"
T1098.005,Device Registration,"Adversaries may register a device to an adversary-controlled account. Devices may be registered in a multifactor authentication (MFA) system, which handles authentication to the network, or in a device management system, which handles device access and compliance. MFA systems, such as Duo or Okta, allow users to associate devices with their accounts in order to complete MFA requirements. An adversary that compromises a user’s credentials may enroll a new device in order to bypass initial MFA requirements and gain persistent access to a network. In some cases, the MFA self-enrollment process may require only a username and password to enroll the account's first device or to enroll a device to an inactive account. Similarly, an adversary with existing access to a network may register a device to Entra ID and/or its device management system, Microsoft Intune, in order to access sensitive data or resources while bypassing conditional access policies. Devices registered in Entra ID may be able to conduct Internal Spearphishing campaigns via intra-organizational emails, which are less likely to be treated as suspicious by the email client. Additionally, an adversary may be able to perform a Service Exhaustion Flood on an Entra ID tenant by registering a large number of devices.","['During the SolarWinds Compromise, APT29 registered devices in order to enable mailbox syncing via the `Set-CASMailbox` command.', 'AADInternals can register a device to Azure AD.', 'APT29 has enrolled their own devices into compromised cloud tenants, including enrolling a device in MFA to an Azure AD environment following a successful password guessing attack against a dormant account.', ""During C0027, Scattered Spider registered devices for MFA to maintain persistence through victims' VPN.""]"
T1480.002,Mutual Exclusion,"Adversaries may constrain execution or actions based on the presence of a mutex associated with malware. A mutex is a locking mechanism used to synchronize access to a resource. Only one thread or process can acquire a mutex at a given time. While local mutexes only exist within a given process, allowing multiple threads to synchronize access to a resource, system mutexes can be used to synchronize the activities of multiple processes. By creating a unique system mutex associated with a particular malware, adversaries can verify whether or not a system has already been compromised. In Linux environments, malware may instead attempt to acquire a lock on a mutex file. If the malware is able to acquire the lock, it continues to execute; if it fails, it exits to avoid creating a second instance of itself. Mutex names may be hard-coded or dynamically generated using a predictable algorithm.","['Black Basta will check for the presence of a hard-coded mutex `dsajdhas.0` before executing.', 'APT38 has created a mutex to avoid duplicate execution.', 'GrimAgent uses the last 64 bytes of the binary to compute a mutex name. If the generated name is invalid, it will default to the generic `mymutex`.', 'Gazer creates a mutex using the hard-coded value `{531511FA-190D-5D85-8A4A-279F2F592CC7}` to ensure that only one instance of itself is running.', 'REvil attempts to create a mutex using a hard-coded value to ensure that no other instances of itself are running on the host.', 'Troll Stealer creates a mutex during installation to prevent duplicate execution.', 'StrelaStealer variants include the use of mutex values based on the victim system name to prevent reinfection.', 'LockBit 3.0 can create and check for a mutex containing a hash of the `MachineGUID` value at execution to prevent running more than one instance.', 'When executed, BPFDoor attempts to create and lock a runtime file, `/var/run/initd.lock`, and exits if it fails using the specified file, resulting in a makeshift mutex.', 'SUNSPOT creates a mutex using the hard-coded value ` {12d61a41-4b74-7610-a4d8-3028d2f56395}` to ensure that only one instance of itself is running.', 'PoisonIvy creates a mutex using either a custom or default value.']"
T1552.008,Chat Messages,"Adversaries may directly collect unsecured credentials stored or passed through user communication services. Credentials may be sent and stored in user chat communication applications such as email, chat services like Slack or Teams, collaboration tools like Jira or Trello, and any other services that support user communication. Users may share various forms of credentials (such as usernames and passwords, API keys, or authentication tokens) on private or public corporate internal communications channels. Rather than accessing the stored chat logs (i.e., Credentials In Files, adversaries may directly access credentials within these services on the user endpoint, through servers hosting the services, or through administrator portals for cloud hosted services. Adversaries may also compromise integration tools like Slack Workflows to automatically search through messages to extract user credentials. These credentials may then be abused to perform follow-on activities such as lateral movement or privilege escalation .","['LAPSUS$ has targeted various collaboration tools like Slack, Teams, JIRA, Confluence, and others to hunt for exposed credentials to support privilege escalation and lateral movement.']"
T1589.003,Employee Names,"Adversaries may gather employee names that can be used during targeting. Employee names be used to derive email addresses as well as to help guide other reconnaissance efforts and/or craft more-believable lures. Adversaries may easily gather employee names, since they may be readily available and exposed via online or other accessible data sets (ex: Social Media or Search Victim-Owned Websites. Gathering this information may reveal opportunities for other forms of reconnaissance (ex: Search Open Websites/Domains or Phishing for Information, establishing operational resources (ex: Compromise Accounts, and/or initial access (ex: Phishing or Valid Accounts.","['Kimsuky has collected victim employee name information.', 'Silent Librarian has collected lists of names for individuals from targeted organizations.', ""Sandworm Team's research of potential victim organizations included the identification and collection of employee information.""]"
T1505.005,Terminal Services DLL,"Adversaries may abuse components of Terminal Services to enable persistent access to systems. Microsoft Terminal Services, renamed to Remote Desktop Services in some Windows Server OSs as of 2022, enable remote terminal connections to hosts. Terminal Services allows servers to transmit a full, interactive, graphical user interface to clients via RDP. Windows Services that are run as a ""generic"" process (ex: svchost.exe) load the service's DLL file, the location of which is stored in a Registry entry named ServiceDll. The termsrv.dll file, typically stored in `%SystemRoot%\System32\`, is the default ServiceDll value for Terminal Services in `HKLM\System\CurrentControlSet\services\TermService\Parameters\`. Adversaries may modify and/or replace the Terminal Services DLL to enable persistent access to victimized hosts. Modifications to this DLL could be done to execute arbitrary payloads (while also potentially preserving normal termsrv.dll functionality) as well as to simply enable abusable features of Terminal Services. For example, an adversary may enable features such as concurrent Remote Desktop Protocol sessions by either patching the termsrv.dll file or modifying the ServiceDll value to point to a DLL that provides increased RDP functionality. On a non-server Windows OS this increased functionality may also enable an adversary to avoid Terminal Services prompts that warn/log out users of a system when a new RDP session is created.",[]
T1114.002,Remote Email Collection,"Adversaries may target an Exchange server, Office 365, or Google Workspace to collect sensitive information. Adversaries may leverage a user's credentials and interact directly with the Exchange server to acquire information from within a network. Adversaries may also access externally facing Exchange services, Office 365, or Google Workspace to access email using credentials or access tokens. Tools such as MailSniper can be used to automate searches for specific keywords.","['Valak can collect sensitive mailing information from Exchange servers, including credentials and the domain certificate of an enterprise.', 'Chimera has harvested data from remote mailboxes including through execution of \\\\\\c$\\Users\\\\AppData\\Local\\Microsoft\\Outlook*.ost.', 'LightNeuron collects Exchange emails matching rules specified in its configuration.', ""Star Blizzard has remotely accessed victims' email accounts to steal messages and attachments."", 'FIN4 has accessed and hijacked online email communications using stolen credentials.', 'Kimsuky has used tools such as the MailFetch mail crawler to collect victim emails (excluding spam) from online services via IMAP.', 'HAFNIUM has used web shells and MSGraph to export mailbox data.', 'APT28 has collected emails from victim Microsoft Exchange servers.', 'Magic Hound has exported emails from compromised Exchange servers including through use of the cmdlet `New-MailboxExportRequest.`', 'Dragonfly has accessed email accounts using Outlook Web Access.', 'MailSniper can be used for searching through email in Exchange and Office 365 environments.', 'APT1 uses two utilities, GETMAIL and MAPIGET, to steal email. MAPIGET steals email still on Exchange servers that has not yet been archived.', 'Ke3chang has used compromised credentials and a .NET tool to dump data from Microsoft Exchange mailboxes.', 'APT29 has collected emails from targeted mailboxes within a compromised Azure AD tenant and compromised Exchange servers, including via Exchange Web Services (EWS) API requests.', 'During the SolarWinds Compromise, APT29 collected emails from specific individuals, such as executives and IT staff, using `New-MailboxExportRequest` followed by `Get-MailboxExportRequest`.', 'During HomeLand Justice, threat actors made multiple HTTP POST requests to the Exchange servers of the victim organization to transfer data.', 'Leafminer used a tool called MailSniper to search through the Exchange server mailboxes for keywords.']"
T1542.001,System Firmware,"Adversaries may modify system firmware to persist on systems.The BIOS (Basic Input/Output System) and The Unified Extensible Firmware Interface (UEFI) or Extensible Firmware Interface (EFI) are examples of system firmware that operate as the software interface between the operating system and hardware of a computer. System firmware like BIOS and (U)EFI underly the functionality of a computer and may be modified by an adversary to perform or assist in malicious activity. Capabilities exist to overwrite the system firmware, which may give sophisticated adversaries a means to install malicious firmware updates as a means of persistence on a system that may be difficult to detect.",['Trojan.Mebromi performs BIOS modification and can download and execute a file as well as protect itself from removal.']
T1586.003,Cloud Accounts,"Adversaries may compromise cloud accounts that can be used during targeting. Adversaries can use compromised cloud accounts to further their operations, including leveraging cloud storage services such as Dropbox, Microsoft OneDrive, or AWS S3 buckets for Exfiltration to Cloud Storage or to Upload Tools. Cloud accounts can also be used in the acquisition of infrastructure, such as Virtual Private Servers or Serverless infrastructure. Additionally, cloud-based messaging services such as Twilio, SendGrid, AWS End User Messaging, AWS SNS (Simple Notification Service), or AWS SES (Simple Email Service) may be leveraged for spam or Phishing. Compromising cloud accounts may allow adversaries to develop sophisticated capabilities without managing their own servers. A variety of methods exist for compromising cloud accounts, such as gathering credentials via Phishing for Information, purchasing credentials from third-party sites, conducting Password Spraying attacks, or attempting to Steal Application Access Tokens. Prior to compromising cloud accounts, adversaries may conduct Reconnaissance to inform decisions about which accounts to compromise to further their operation. In some cases, adversaries may target privileged service provider accounts with the intent of leveraging a Trusted Relationship between service providers and their customers.","['APT29 has used residential proxies, including Azure Virtual Machines, to obfuscate their access to victim environments.']"
T1583.004,Server,"Adversaries may buy, lease, rent, or obtain physical servers that can be used during targeting. Use of servers allows an adversary to stage, launch, and execute an operation. During post-compromise activity, adversaries may utilize servers for various tasks, such as watering hole operations in Drive-by Compromise, enabling Phishing operations, or facilitating Command and Control. Instead of compromising a third-party Server or renting a Virtual Private Server, adversaries may opt to configure and run their own servers in support of operations. Free trial periods of cloud servers may also be abused. Adversaries may only need a lightweight setup if most of their activities will take place using online infrastructure. Or, they may need to build extensive infrastructure if they want to test, communicate, and control other aspects of their activities on their own systems.","['For Operation Honeybee, at least one identified persona was used to register for a free account for a control server.', 'GALLIUM has used Taiwan-based servers that appear to be exclusive to GALLIUM.', 'Earth Lusca has acquired multiple servers for some of their operations, using each server for a different role.', 'Kimsuky has purchased hosting servers with virtual currency and prepaid cards.', 'Mustard Tempest has acquired servers to host second-stage payloads that remain active for a period of either days, weeks, or months.', 'CURIUM has created dedicated servers for command and control and exfiltration purposes.', 'For Operation Wocao, the threat actors purchased servers with Bitcoin to use during the operation.', 'During Operation Dream Job, Lazarus Group acquired servers to host their malicious tools.', 'Sandworm Team has leased servers from resellers instead of leasing infrastructure directly from hosting companies to enable its operations.', 'During Night Dragon, threat actors purchased hosted services to use for C2.']"
T1556.003,Pluggable Authentication Modules,"Adversaries may modify pluggable authentication modules (PAM) to access user credentials or enable otherwise unwarranted access to accounts. PAM is a modular system of configuration files, libraries, and executable files which guide authentication for many services. The most common authentication module is pam_unix.so, which retrieves, sets, and verifies account authentication information in /etc/passwd and /etc/shadow. Adversaries may modify components of the PAM system to create backdoors. PAM components, such as pam_unix.so, can be patched to accept arbitrary adversary supplied values as legitimate credentials. Malicious modifications to the PAM system may also be abused to steal credentials. Adversaries may infect PAM resources with code to harvest user credentials, since the values exchanged with PAM components may be plain-text since PAM does not store passwords.","['Skidmap has the ability to replace the pam_unix.so file on an infected machine with its own malicious version that accepts a specific backdoor password for all users.', 'Ebury can deactivate PAM modules to tamper with the sshd configuration.']"
T1563.001,SSH Hijacking,"Adversaries may hijack a legitimate user's SSH session to move laterally within an environment. Secure Shell (SSH) is a standard means of remote access on Linux and macOS systems. It allows a user to connect to another system via an encrypted tunnel, commonly authenticating through a password, certificate or the use of an asymmetric encryption key pair. In order to move laterally from a compromised host, adversaries may take advantage of trust relationships established with other systems via public key authentication in active SSH sessions by hijacking an existing connection to another system. This may occur through compromising the SSH agent itself or by having access to the agent's socket. If an adversary is able to obtain root access, then hijacking SSH sessions is likely trivial. SSH Hijacking differs from use of SSH because it hijacks an existing SSH session rather than creating a new session using Valid Accounts.",[]
T1499.002,Service Exhaustion Flood,"Adversaries may target the different network services provided by systems to conduct a denial of service (DoS). Adversaries often target the availability of DNS and web services, however others have been targeted as well. Web server software can be attacked through a variety of means, some of which apply generally while others are specific to the software being used to provide the service. One example of this type of attack is known as a simple HTTP flood, where an adversary sends a large number of HTTP requests to a web server to overwhelm it and/or an application that runs on top of it. This flood relies on raw volume to accomplish the objective, exhausting any of the various resources required by the victim software to provide the service. Another variation, known as a SSL renegotiation attack, takes advantage of a protocol feature in SSL/TLS. The SSL/TLS protocol suite includes mechanisms for the client and server to agree on an encryption algorithm to use for subsequent secure connections. If SSL renegotiation is enabled, a request can be made for renegotiation of the crypto algorithm. In a renegotiation attack, the adversary establishes a SSL/TLS connection and then proceeds to make a series of renegotiation requests. Because the cryptographic renegotiation has a meaningful cost in computation cycles, this can cause an impact to the availability of the service when done in volume.",[]
T1176.002,IDE Extensions,"Adversaries may abuse an integrated development environment (IDE) extension to establish persistent access to victim systems. IDEs such as Visual Studio Code, IntelliJ IDEA, and Eclipse support extensions - software components that add features like code linting, auto-completion, task automation, or integration with tools like Git and Docker. A malicious extension can be installed through an extension marketplace (i.e., Compromise Software Dependencies and Development Tools or side-loaded directly into the IDE. In addition to installing malicious extensions, adversaries may also leverage benign ones. For example, adversaries may establish persistent SSH tunnels via the use of the VSCode Remote SSH extension (i.e., IDE Tunneling. Trust is typically established through the installation process; once installed, the malicious extension is run every time that the IDE is launched. The extension can then be used to execute arbitrary code, establish a backdoor, mine cryptocurrency, or exfiltrate data.",[]
T1496.001,Compute Hijacking,"Adversaries may leverage the compute resources of co-opted systems to complete resource-intensive tasks, which may impact system and/or hosted service availability. One common purpose for Compute Hijacking is to validate transactions of cryptocurrency networks and earn virtual currency. Adversaries may consume enough system resources to negatively impact and/or cause affected machines to become unresponsive. Servers and cloud-based systems are common targets because of the high potential for available resources, but user endpoint systems may also be compromised and used for Compute Hijacking and cryptocurrency mining. Containerized environments may also be targeted due to the ease of deployment via exposed APIs and the potential for scaling mining activities by deploying or compromising multiple containers within an environment or cluster. Additionally, some cryptocurrency mining malware identify then kill off processes for competing malware to ensure it’s not competing for resources.","['Rocke has distributed cryptomining malware.', 'DarkGate can deploy follow-on cryptocurrency mining payloads.', 'TeamTNT has deployed XMRig Docker images to mine cryptocurrency. TeamTNT has also infected Docker containers and Kubernetes clusters with XMRig, and used RainbowMiner and lolMiner for mining cryptocurrency.', 'CookieMiner has loaded coinmining software onto systems to mine for Koto cryptocurrency.', 'Skidmap is a kernel-mode rootkit used for cryptocurrency mining.', 'During ShadowRay, threat actors leveraged graphics processing units (GPU) on compromised nodes for cryptocurrency mining.', 'Blue Mockingbird has used XMRIG to mine cryptocurrency on victim systems.', 'LoudMiner harvested system resources to mine cryptocurrency, using XMRig to mine Monero.', 'Imminent Monitor has the capability to run a cryptocurrency miner on the victim machine.', 'Hildegard has used xmrig to mine cryptocurrency.', 'Lucifer can use system resources to mine cryptocurrency, dropping XMRig to mine Monero.', 'Bonadan can download an additional module which has a cryptocurrency mining extension.', 'APT41 deployed a Monero cryptocurrency mining tool in a victim’s environment.', 'Kinsing has created and run a Bitcoin cryptocurrency miner.']"
T1055.014,VDSO Hijacking,"Adversaries may inject malicious code into processes via VDSO hijacking in order to evade process-based defenses as well as possibly elevate privileges. Virtual dynamic shared object (vdso) hijacking is a method of executing arbitrary code in the address space of a separate live process. VDSO hijacking involves redirecting calls to dynamically linked shared libraries. Memory protections may prevent writing executable code to a process via Ptrace System Calls. However, an adversary may hijack the syscall interface code stubs mapped into a process from the vdso shared object to execute syscalls to open and map a malicious shared object. This code can then be invoked by redirecting the execution flow of the process via patched memory address references stored in a process' global offset table (which store absolute addresses of mapped library functions). Running code in the context of another process may allow access to the process's memory, system/network resources, and possibly elevated privileges. Execution via VDSO hijacking may also evade detection from security products since the execution is masked under a legitimate process.",[]
T1134.005,SID-History Injection,"Adversaries may use SID-History Injection to escalate privileges and bypass access controls. The Windows security identifier (SID) is a unique value that identifies a user or group account. SIDs are used by Windows security in both security descriptors and access tokens. An account can hold additional SIDs in the SID-History Active Directory attribute , allowing inter-operable account migration between domains (e.g., all values in SID-History are included in access tokens). With Domain Administrator (or equivalent) rights, harvested or well-known SID values may be inserted into SID-History to enable impersonation of arbitrary users/groups such as Enterprise Administrators. This manipulation may result in elevated access to local resources and/or access to otherwise inaccessible domains via lateral movement techniques such as Remote Services, SMB/Windows Admin Shares, or Windows Remote Management.","[""Mimikatz's MISC::AddSid module can append any SID or user/group account to a user's SID-History. Mimikatz also utilizes SID-History Injection to expand the scope of other components such as generated Kerberos Golden Tickets and DCSync beyond a single domain."", 'Empire can add a SID-History to a user if on a domain controller.']"
T1593.003,Code Repositories,"Adversaries may search public code repositories for information about victims that can be used during targeting. Victims may store code in repositories on various third-party websites such as GitHub, GitLab, SourceForge, and BitBucket. Users typically interact with code repositories through a web application or command-line utilities such as git. Adversaries may search various public code repositories for various information about a victim. Public code repositories can often be a source of various general information about victims, such as commonly used programming languages and libraries as well as the names of employees. Adversaries may also identify more sensitive data, including accidentally leaked credentials or API keys. Information from these sources may reveal opportunities for other forms of reconnaissance (ex: Phishing for Information, establishing operational resources (ex: Compromise Accounts or Compromise Infrastructure, and/or initial access (ex: Valid Accounts or Phishing. **Note:** This is distinct from Code Repositories, which focuses on Collection from private and internally hosted code repositories.","['LAPSUS$ has searched public code repositories for exposed credentials.', 'HAFNIUM has discovered leaked corporate credentials on public repositories including GitHub.']"
T1587.004,Exploits,"Adversaries may develop exploits that can be used during targeting. An exploit takes advantage of a bug or vulnerability in order to cause unintended or unanticipated behavior to occur on computer hardware or software. Rather than finding/modifying exploits from online or purchasing them from exploit vendors, an adversary may develop their own exploits. Adversaries may use information acquired via Vulnerabilities to focus exploit development efforts. As part of the exploit development process, adversaries may uncover exploitable vulnerabilities through methods such as fuzzing and patch analysis. As with legitimate development efforts, different skill sets may be required for developing exploits. The skills needed may be located in-house, or may need to be contracted out. Use of a contractor may be considered an extension of that adversary's exploit development capabilities, provided the adversary plays a role in shaping requirements and maintains an initial degree of exclusivity to the exploit. Adversaries may use exploits during various phases of the adversary lifecycle (i.e. Exploit Public-Facing Application, Exploitation for Client Execution, Exploitation for Privilege Escalation, Exploitation for Defense Evasion, Exploitation for Credential Access, Exploitation of Remote Services, and Application or System Exploitation.","['Leviathan has rapidly transformed and adapted public exploit proof-of-concept code for new vulnerabilities and utilized them against target networks.', 'Volt Typhoon has exploited zero-day vulnerabilities for initial access.']"
T1542.002,Component Firmware,"Adversaries may modify component firmware to persist on systems. Some adversaries may employ sophisticated means to compromise computer components and install malicious firmware that will execute adversary code outside of the operating system and main system firmware or BIOS. This technique may be similar to System Firmware but conducted upon other system components/devices that may not have the same capability or level of integrity checking. Malicious component firmware could provide both a persistent level of access to systems despite potential typical failures to maintain access and hard disk re-images, as well as a way to evade host software-based defenses and integrity checks.","['Cyclops Blink has maintained persistence by patching legitimate device firmware when it is downloaded, including that of WatchGuard devices.', 'Equation is known to have the capability to overwrite the firmware on hard drives from some manufacturers.']"
T1059.006,Python,"Adversaries may abuse Python commands and scripts for execution. Python is a very popular scripting/programming language, with capabilities to perform many functions. Python can be executed interactively from the command-line (via the python.exe interpreter) or via scripts (.py) that can be written and distributed to different systems. Python code can also be compiled into binary executables. Python comes with many built-in packages to interact with the underlying system, such as file operations and device I/O. Adversaries can use these libraries to download and execute commands or other scripts as well as perform various malicious behaviors.","['ZIRCONIUM has used Python-based implants to interact with compromised hosts.', 'Turla has used IronPython scripts as part of the IronNetInjector toolchain to drop payloads.', 'Chaes has used Python scripts for execution and the installation of additional files.', 'Turian has the ability to use Python to spawn a Unix shell.', 'Cinnamon Tempest has used a customized version of the Impacket wmiexec.py module to create renamed output files.', 'MechaFlounder uses a python-based payload.', 'Donut can generate shellcode outputs that execute via Python.', 'Kimsuky has used a macOS Python implant to gather data as well as MailFetcher.py code to automatically collect email data.', ""During Operation Wocao, threat actors' backdoors were written in Python and compiled with py2exe."", 'Pysa has used Python scripts to deploy ransomware.', 'PyDCrypt, along with its functions, is written in Python.', 'During ShadowRay, threat actors used the Python `pty` module to open reverse shells.', 'Ebury has used Python to implement its DGA.', 'Remcos uses Python scripts.', 'SILENTTRINITY is written in Python and can use multiple Python scripts for execution on targeted systems.', 'Lumma Stealer has used malicious Python scripts to execute payloads.', 'Bundlore has used Python scripts to execute payloads.', 'MuddyWater has developed tools in Python including Out1.', ""Machete used multiple compiled Python scripts on the victim’s system. Machete's main backdoor Machete is also written in Python."", 'During Cutting Edge, threat actors used a Python reverse shell and the PySoxy SOCKS5 proxy tool.', 'Small Sieve can use Python scripts to execute commands.', 'Pupy can use an add on feature when creating payloads that allows you to create custom Python scripts (“scriptlets”) to perform tasks offline (without requiring a session) such as sandbox detection, adding persistence, etc.', 'Bandook can support commands to execute Python-based payloads.', 'Tonto Team has used Python-based tools for execution.', 'Machete is written in Python and is used in conjunction with additional Python scripts.', 'APT37 has used Python scripts to execute payloads.', 'PoetRAT was executed with a Python script and worked in conjunction with additional Python-based post-exploitation tools.', 'APT39 has used a command line utility and a network scanner written in python.', 'UPSTYLE is a Python-based application.', 'CookieMiner has used python scripts on the user’s system, as well as the Python variant of the Empire agent, EmPyre.', 'PUNCHBUGGY has used python scripts.', 'BRONZE BUTLER has made use of Python-based remote access tools.', 'Rocke has used Python-based malware to install and spread their coinminer.', 'Dragonfly has used various types of scripting to perform operations, including Python scripts. The group was observed installing Python 2.7 on a victim.', 'Earth Lusca used Python scripts for port scanning or building reverse shells.', 'IronNetInjector can use IronPython scripts to load payloads with the help of a .NET injector.', 'reGeorg is a Python-based web shell.', 'KeyBoy uses Python scripts for installing files and performing execution.', 'SpeakUp uses Python scripts.', 'Keydnap uses Python for scripting to execute additional commands.', 'APT29 has developed malware variants written in Python.', 'DropBook is a Python-based backdoor compiled with PyInstaller.', 'Neo-reGeorg is a Python-based web shell.', 'RedCurl has used a Python script to establish outbound communication and to execute commands using SMB port 445.', 'FRAMESTING is a Python web shell that can embed in the Ivanti Connect Secure CAV Python package.', 'Cobalt Strike can use Python to perform execution.']"
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,"Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server. Adversaries may opt to obfuscate this data, without the use of encryption, within network protocols that are natively unencrypted (such as HTTP, FTP, or DNS). This may include custom or publicly available encoding/compression algorithms (such as base64) as well as embedding data within protocol headers and fields.","[""APT32's backdoor can exfiltrate data by encoding it in the subdomain field of DNS packets."", 'OilRig has exfiltrated data via Microsoft Exchange and over FTP separately from its primary C2 channel over DNS.', 'SocGholish can exfiltrate data directly to its C2 domain via HTTP.', 'Kessel can exfiltrate credentials and other information via HTTP POST request, TCP, and DNS.', 'Wizard Spider has exfiltrated victim information using FTP.', 'During C0017, APT41 exfiltrated victim data via DNS lookups by encoding and prepending it as subdomains to the attacker-controlled domain.', 'Agent Tesla has routines for exfiltration over SMTP, FTP, and HTTP.', 'KONNI has used FTP to exfiltrate reconnaissance data out.', 'CharmPower can send victim data via FTP with credentials hardcoded in the script.', 'ftp may be used to exfiltrate data separate from the main command and control protocol.', 'Remsec can exfiltrate data via a DNS tunnel or email, separately from its C2 channel.', 'APT33 has used FTP to exfiltrate files (separately from the C2 channel).', 'FIN6 has sent stolen payment card data to remote servers via HTTP POSTs.', 'FIN8 has used FTP to exfiltrate collected data.', 'Salt Typhoon has exfiltrated configuration files from exploited network devices over FTP and TFTP.', 'Carbon uses HTTP to send data to the C2 server.', 'WindTail has the ability to automatically exfiltrate files using the macOS built-in utility /usr/bin/curl.', 'PoetRAT has used ftp for exfiltration.', 'WARPWIRE can send captured credentials to C2 via HTTP `GET` or `POST` requests.', 'ccf32 can upload collected data and files to an FTP server.', 'Lazarus Group malware SierraBravo-Two generates an email message via SMTP containing information about newly infected victims.', 'Thrip has used WinSCP to exfiltrate data from a targeted organization over FTP.', 'CookieMiner has used the curl --upload-file command to exfiltrate data over HTTP.', 'BITSAdmin can be used to create BITS Jobs to upload files from a compromised host.', 'Cherry Picker exfiltrates files over FTP.', ""Some Brave Prince variants have used South Korea's Daum email service to exfiltrate information, and later variants have posted the data to a web server via an HTTP post command."", 'Dok exfiltrates logs of its execution stored in the /tmp folder over FTP using the curl command.', 'Rclone can exfiltrate data over FTP or HTTP, including HTTP via WebDAV.', 'CORALDECK has exfiltrated data in HTTP POST headers.', 'CosmicDuke exfiltrates collected files over FTP or WebDAV. Exfiltration servers can be separately configured from C2 servers.']"
